"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"49994","0.25","202","['CHEM']","This lab course exposes students to the practice of modern analytical chemistry. Although experiments change from year to year, students have hands-on experience using spectrophotometers, pH meters, liquid chromatographs and computer interfacing. Experiments typically utilize products and/or materials that are environmentally or industrially important. Prerequisite: concurrent registration in Chemistry 255. P/N only. Offered both semesters.","","201","","","['Mary Walczak']","200","['SC 321']","Analytical Lab","","256","True","Prerequisite: concurrent registration in Chemistry 255. P/N only. Offered both semesters.","B","1","C","20061","['W 0100-0500PM']","Analytical Laboratory","Lab","2006"
"49996","1.0","1113","['PSCI']","This course explores the diverse modes of inquiry in the discipline of political science. Broadly centered around the question, How do you know?, students will focus on different methods of locating and collecting data, reviewing political texts and contested concepts and constructing theoretical explanations of political phenomena. Prerequisite: one previous course in department.","","","","","['Daniel Hofrenning']","200","['HH 307']","Analyzing Politics","","220","False","Prerequisite: one previous course in department.","A","1","C","20061","['MWF 0905-1000']","Analyzing Politics and Policies","Research","2006"
"49997","1.0","581","['HIST']","This course is a history of Western civilization's primary cultures, from the early kingdoms of Egypt and Mesopotamia through the ""Golden Age"" of classical Greece and the empire of Alexander the Great. Offered most years.","","","","","['Timothy R. Howe']","200","['HH 501', 'HH 501']","Ancient: Greece","","203","False","False","","1","C","20061","['T 0800-0925', 'Th 0800-0920']","","Research","2006"
"49998","1.0","128","['BIO']","This course emphasizes adaptive mechanisms in relation to the environment (i.e., desert kangaroo rat kidneys compared to aquatic beaver kidneys). Systems covered include permeability and transport, osmoregulation, thermoregulation, muscle, neurophysiology, respiration, circulation, digestion and metabolism. Investigative laboratories enable students to measure numerous physiological parameters in living animals using computers and other equipment. Students attend lectures plus one 3-hour laboratory per week. Taught annually. Prerequisites: Biology 125 and 126.","","128","","","['Anne Walter']","200","['SC 278', 'SC 278']","Animal Physiology","Students in Bio 247 must also register for one lab Bio 247AL or BL.","247","False","Prerequisites: Biology 125 and 126.","","1","C","20061","['T 0800-0925', 'Th 0800-0920']","","Research","2006"
"49999","0.0","129","['BIO']","","","128","","","['Anne Walter']","200","['SC 269']","Animal Physiology Lab","","247","False","False","A","1","C","20061","['T 0120-0420PM']","","Lab","2006"
"50000","0.0","129","['BIO']","","","128","","","['Anne Walter']","200","['SC 269']","Animal Physiology Lab","","247","False","False","B","1","C","20061","['W 0200-0500PM']","","Lab","2006"
"50002","1.0","1314","['SOAN']","This course introduces students to anthropological theory and the culture of the discipline itself. We will examine anthropology's formation during the Industrial Revolution and the Age of Empire, which called for new explanations of human differences and gave new significance to the nature and meaning of culture. We will explore the method of participant observation research, the question of whether anthropology is a science, the problem of representing one culture to another and the changing nature of ethnographic writing.","","","","","['Thomas A. Williamson']","200","['HH 317']","Anthropologic Theory","","292","False","False","","1","O","20061","['MWF 0200-0255PM']","Anthropological Theory","Research","2006"
"50004","0.25","996","['PEAC']","Beginning level archers learn shooting skills. Students have opportunities for shooting both recurve and compound bows.","","","","","['William Thornton']","100","['SAC_FH']","Archery","","101","False","False","","1","C","20061","['MWF 0800-0855']","","Research","2006"
"50007","1.0","51","['ART']","This course introduces modern culture and thought through a chronological study of painting, sculpture, architecture, and related arts. Students learn about the strikingly new modes of art created in Europe and the United States after 1880, examining work by Edvard Munch, Frank Lloyd Wright, Pablo Picasso, the Dadaists, Abstract Expressionists, and many others.","","","","","['Matthew Rohn']","200","['DC 305']","Art 1880-1950","","252","False","False","","1","C","20061","['MWF 1045-1140']","","Research","2006"
"50008","1.0","769","['MGMT']","This course provides an overview of the key issues which face arts administrators. Topics addressed include planning, budgeting, fund raising, marketing and human resource management as each relates to the unique setting of the arts. This course will be offered as a semester class in 2003-04 and 2004-05.","","","","","['Randolph Jennings']","200","['SC 130', 'SC 130']","Arts Management","","229","False","False","","1","C","20061","['T 0935-1100', 'Th 0930-1050']","","Research","2006"
"50010","1.0","78","['ASIAN']","This course examines major cultures of South, Southeast and East Asia from interdisciplinary and comparative perspectives with attention to theories of human behavior. Themes vary from year to year but may include Asian cities, heroic ideals, village and family life, population growth, gender roles and medicine and healing traditions. No prerequisites.","","","","","['Karil J. Kucera']","100","['DC 305']","Asian Cultures","","121","False","False","","1","O","20061","['MWF 0200-0255PM']","Asian Cultures in Comparative Perspectives","Research","2006"
"50011","1.0","978","['PHIL']","This course surveys the influential philosophical traditions of India and China. Students explore the traditions of Hinduism, Buddhism, Jainism, Confucianism and Taoism and consider other traditions with which they have interacted. Where appropriate, comparisons are drawn to Western philosophical traditions.","","","","","['Anantanand Rambachan']","200","['BMC 111', 'BMC 111']","Asian Philosophy","","251","False","False","","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","","Research","2006"
"50017","0.25","1020","['PEAC']","This course offers instruction/review of fundamental skills, rules and etiquette of badminton. Students focus on basic strategy in games playing.","","","","","['William Thornton']","100","['SAC_GYM_N', 'SAC_GYM_N']","Badminton","","151","False","False","A","1","C","20061","['T 1005-1100', 'Th 0955-1050']","","Research","2006"
"50018","0.25","1020","['PEAC']","This course offers instruction/review of fundamental skills, rules and etiquette of badminton. Students focus on basic strategy in games playing.","","","","","['Craig D. Stern']","100","['SAC_GYM_N']","Badminton","","151","False","False","B","1","C","20061","['TTh 0800-0855']","","Research","2006"
"50019","0.25","353","['DANCE']","Ballet classes are taught from a modern dance perspective. This course provides students with an introduction to ballet vocabulary, technique and body awareness. Offered both semesters. Can be repeated with instructor's permission.","","","","","['Heather J. Klopchin']","100","['DC _STUDIO_2', 'DC _STUDIO_2']","Ballet I","","121","True","False","","1","C","20061","['T 1150-1245PM', 'Th 1245-0140PM']","","Research","2006"
"50020","0.5","359","['DANCE']","This course offers an expansion of ballet vocabulary and technique with an emphasis on movement quality, integrity and efficiency. Outside work includes practicing, reading, writing and concert attendance. . Prerequisite: Dance 121 (at least twice) and/or permission of the instructor. Offered both semesters. 221 can be repeated with instructors permission.","","","","","['Heather J. Klopchin']","200","['DC Studio 2', 'DC Studio 2']","Ballet II","","220","False","Prerequisite: Dance 121 (at least twice) and/or permission of the instructor. Offered both semesters. 221 can be repeated with instructors permission.","","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","","Research","2006"
