"clbid","credits","crsid","departments","enrolled","firsties","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"10343","0.0","193","[""CHEM""]","21","""0/999""","192","""1""","","[""Beth Abdella""]","""0/999""","100","[""SC 374/371""]","18","""Struct Chem/Lab""","125","false","""G""","1","""0/999""","""0/999""","""O""","20051","[""Th 1250-0350PM""]","","""Lab""","2005"
"10344","0.0","193","[""CHEM""]","17","""0/999""","192","""1""","","[""Robert Hanson""]","""0/999""","100","[""SC 374/363""]","18","""Struct Chem/Lab""","125","false","""H""","1","""0/999""","""0/999""","""O""","20051","[""Th 0300-0600PM""]","","""Lab""","2005"
"10345","1.0","196","[""CHEM""]","59","""0/999""","","","","[""Wesley Pearson""]","""0/999""","200","[""SC 378""]","65","""Organic Chemistry""","247","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10346","1.0","196","[""CHEM""]","51","""0/999""","","","","[""Gary O. Spessard""]","""0/999""","200","[""SC 378""]","50","""Organic Chemistry""","247","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"10347","0.25","199","[""CHEM""]","18","""0/999""","","","","[""Gary O. Spessard""]","""0/999""","200","[""SC 378/311""]","12","""Synthesis Lab""","253","true","""A""","1","""0/999""","""0/999""","""C""","20051","[""M 0200-0500PM""]","""Synthesis Laboratory""","""Lab""","2005"
"10348","0.25","199","[""CHEM""]","13","""0/999""","","","","[""Gary O. Spessard""]","""0/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","253","true","""B""","1","""0/999""","""0/999""","""O""","20051","[""T 0800-1100""]","""Synthesis Laboratory""","""Lab""","2005"
"10349","0.25","199","[""CHEM""]","20","""0/999""","","","","[""Wesley Pearson""]","""0/999""","200","[""SC 378/311""]","14","""Synthesis Lab""","253","true","""C""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0420PM""]","""Synthesis Laboratory""","""Lab""","2005"
"10350","0.25","199","[""CHEM""]","17","""0/999""","","","","[""Wesley Pearson""]","""0/999""","200","[""SC 378/311""]","14","""Synthesis Lab""","253","true","""D""","1","""0/999""","""0/999""","""C""","20051","[""W 0200-0500PM""]","""Synthesis Laboratory""","""Lab""","2005"
"10351","0.25","199","[""CHEM""]","18","""0/999""","","","","[""Wesley Pearson""]","""0/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","253","true","""E""","1","""0/999""","""0/999""","""O""","20051","[""Th 0800-1100""]","""Synthesis Laboratory""","""Lab""","2005"
"10352","0.25","199","[""CHEM""]","21","""0/999""","","","","[""Gary O. Spessard""]","""0/999""","200","[""SC 378/311""]","12","""Synthesis Lab""","253","true","""F""","1","""0/999""","""0/999""","""C""","20051","[""Th 1250-0350PM""]","""Synthesis Laboratory""","""Lab""","2005"
"10353","1.0","201","[""CHEM""]","28","""0/999""","201","","","[""Dwight R. Stoll""]","""0/999""","200","[""SC 282"", ""SC 282""]","32","""Analytical Chem""","255","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Analytical Chemistry""","""Research""","2005"
"10354","0.25","202","[""CHEM""]","15","""0/999""","201","","","[""Dwight R. Stoll""]","""0/999""","200","[""SC 321""]","12","""Analytical Lab""","256","true","""A""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0520PM""]","""Analytical Laboratory""","""Lab""","2005"
"10355","0.25","202","[""CHEM""]","13","""0/999""","201","","","[""Dwight R. Stoll""]","""0/999""","200","[""SC 321""]","16","""Analytical Lab""","256","true","""B""","1","""0/999""","""0/999""","""O""","20051","[""W 0100-0500PM""]","""Analytical Laboratory""","""Lab""","2005"
"10356","1.0","204","[""CHEM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10357","1.0","204","[""CHEM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10358","1.0","205","[""CHEM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10359","0.25","206","[""CHEM""]","14","""0/999""","","","","[""Jeffrey J. Schwinefus""]","""0/999""","300","[""SC 329""]","12","""Physical Lab""","357","true","""A""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0520PM""]","""Physical Laboratory""","""Lab""","2005"
"10360","0.25","206","[""CHEM""]","10","""0/999""","","","","[""Jeffrey J. Schwinefus""]","""0/999""","300","[""SC 329""]","12","""Physical Lab""","357","true","""B""","1","""0/999""","""0/999""","""O""","20051","[""W 0100-0500PM""]","""Physical Laboratory""","""Lab""","2005"
"10361","1.0","207","[""CHEM""]","24","""0/999""","","","","[""Jeffrey J. Schwinefus""]","""0/999""","300","[""SC 374""]","24","""Physical Chemistry""","371","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10362","0.25","209","[""CHEM""]","6","""0/999""","","","","[""Gregory W. Muth""]","""0/999""","300","[""SC 344""]","6","""Experimental Biochem""","373","true","","1","""0/999""","""0/999""","""C""","20051","[""T 1150-0350PM""]","""Experimental Biochemistry""","""Research""","2005"
"10363","0.25","211","[""CHEM""]","1","""0/999""","","","","[""Wesley Pearson""]","""0/999""","300","","10","""Advanced Lab""","375","true","","1","""0/999""","""0/999""","""O""","20051","","""Advanced Laboratory""","""Lab""","2005"
"10364","0.25","213","[""CHEM""]","3","""0/999""","217","","","[""Douglas J. Beussman""]","""0/999""","300","[""SC 321/326"", ""SC 310""]","4","""Instr Analysis Lab""","378","true","""A""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0520PM"", ""M 0305-0405PM""]","""Instrumental Analysis Laboratory""","""Lab""","2005"
"10365","0.25","213","[""CHEM""]","2","""0/999""","217","","","[""Douglas J. Beussman""]","""0/999""","300","[""SC 321/326"", ""SC 310""]","4","""Instr Analysis Lab""","378","true","""B""","1","""0/999""","""0/999""","""O""","20051","[""W 0100-0500PM"", ""M 0305-0405PM""]","""Instrumental Analysis Laboratory""","""Lab""","2005"
"10366","1.0","214","[""CHEM""]","63","""0/999""","","","","[""Gregory W. Muth""]","""0/999""","300","[""SC 278""]","60","""Biochemistry I""","379","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","","""Research""","2005"
"10367","1.0","217","[""CHEM""]","5","""0/999""","217","","","[""Douglas J. Beussman""]","""0/999""","300","[""SC 310""]","8","""Instrumental Analysis""","382","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10368","1.0","222","[""CHEM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10369","1.0","223","[""CHEM""]","1","""0/999""","","","","[""Gary Miessler""]","""0/999""","300","","999","""IR/Mo/W Organomet Res""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10370","1.0","223","[""CHEM""]","1","""0/999""","","","","[""Douglas J. Beussman""]","""0/999""","300","","999","""IR/LCMS Proteomic RCN""","398","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10371","1.0","223","[""CHEM""]","1","""0/999""","","","","[""Paul T. Jackson""]","""0/999""","300","","999","""IR/Dimilin in Leaves""","398","false","""B""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10372","1.0","229","[""CLASS""]","34","""0/0""","","","","[""Anne Groton""]","""0/13""","200","[""OM 031"", ""OM 031""]","35","""Greek & Roman Myth-Tr""","241","false","","1","""0/10""","""0/10""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Greek and Roman Myth""","""Research""","2005"
"10373","1.0","233","[""CLASS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10374","1.0","234","[""CLASS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10375","1.0","235","[""CLASS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10376","1.0","236","[""CLASS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10377","1.0","237","[""CHIN""]","14","""0/999""","237","","","[""Richard Bodman""]","""0/999""","100","[""OM 001""]","30","""Beginning Chinese I""","111","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"10378","1.0","237","[""CHIN""]","12","""0/999""","237","","","[""Richard Bodman""]","""0/999""","100","[""OM 001""]","30","""Beginning Chinese I""","111","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1150-1245PM""]","","""Research""","2005"
"10381","1.0","241","[""CHIN""]","14","""0/999""","241","","","[""Pin Pin Wan""]","""0/999""","200","[""OM 001""]","25","""Intermed Chinese I""","231","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","""Intermediate Chinese I""","""Research""","2005"
"10382","1.0","245","[""CHIN""]","4","""0/999""","","","","[""Pin Pin Wan""]","""0/999""","200","[""OM 036""]","15","""Advanced Chinese I""","251","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"10383","1.0","248","[""CHIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10384","1.0","249","[""CHIN""]","0","""0/999""","","","","[""Pin Pin Wan""]","""0/999""","200","","999","""IS/Film in Chinese""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10385","1.0","251","[""CHIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10386","1.0","252","[""CHIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10387","1.0","259","[""ECON""]","22","""0/999""","","","","[""Mark Pernecky""]","""0/999""","100","[""HH 301""]","25","""Principles of Econ""","121","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","""Principles of Economics""","""Research""","2005"
"10388","1.0","259","[""ECON""]","28","""0/999""","","","","[""Xun Pomponio""]","""0/999""","100","[""HH 501""]","25","""Principles of Econ""","121","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","""Principles of Economics""","""Research""","2005"
"10389","1.0","259","[""ECON""]","26","""0/999""","","","","[""Xun Pomponio""]","""0/999""","100","[""HH 501""]","25","""Principles of Econ""","121","false","""C""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1150-1245PM""]","""Principles of Economics""","""Research""","2005"
"10390","1.0","259","[""ECON""]","29","""0/25""","","","","[""Mary Ann Emery""]","""0/0""","100","[""HH 413"", ""HH 413""]","25","""Principles of Econ""","121","false","""D""","1","""0/0""","""0/0""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Principles of Economics""","""Research""","2005"
"10391","1.0","259","[""ECON""]","25","""0/999""","","","","[""Edward David Emery""]","""0/999""","100","[""SC 130"", ""SC 130""]","25","""Principles of Econ""","121","false","""E""","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Principles of Economics""","""Research""","2005"
"10392","1.0","259","[""ECON""]","23","""0/999""","","","","[""Edward David Emery""]","""0/999""","100","[""HH 413"", ""HH 413""]","25","""Principles of Econ""","121","false","""F""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Principles of Economics""","""Research""","2005"
"10393","1.0","267","[""ECON""]","23","""0/999""","","","","[""Rebecca Judge""]","""0/999""","200","[""HH 515""]","25","""Environmental Econ""","242","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""Environmental Economics""","""Research""","2005"
"10394","1.0","271","[""ECON""]","26","""0/999""","","","","[""Paul Wojick""]","""0/999""","200","[""HH 403""]","25","""History Econ Thought""","247","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0800-0855""]","""History of Economic Thought""","""Research""","2005"
"10395","1.0","272","[""ECON""]","29","""0/999""","","","","[""Steve Soderlind""]","""0/999""","200","[""HH 413""]","25","""Urban Economics""","249","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10396","1.0","274","[""ECON""]","20","""0/999""","","","","[""Mark Pernecky""]","""0/999""","200","[""HH 413""]","25","""Macroeconomic Theory""","261","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""Intermediate Macroeconomic Theory""","""Research""","2005"
"10397","1.0","274","[""ECON""]","20","""0/999""","","","","[""Mark Pernecky""]","""0/999""","200","[""HH 317""]","25","""Macroeconomic Theory""","261","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","""Intermediate Macroeconomic Theory""","""Research""","2005"
"10398","1.0","275","[""ECON""]","19","""0/999""","","","","[""Anthony Becker""]","""0/999""","200","[""HH 413""]","25","""Microeconomic Theory""","262","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","""Intermediate Microeconomic Theory""","""Research""","2005"
"10399","1.0","275","[""ECON""]","15","""0/999""","","","","[""Anthony Becker""]","""0/999""","200","[""HH 413""]","25","""Microeconomic Theory""","262","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","""Intermediate Microeconomic Theory""","""Research""","2005"
"10400","1.0","276","[""ECON""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10401","1.0","276","[""ECON""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10402","1.0","277","[""ECON""]","1","""0/999""","","","","[""Edward David Emery""]","""0/999""","200","","999","""IS/Economic Health Co-op""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10403","1.0","277","[""ECON""]","1","""0/999""","","","","[""Steve Soderlind""]","""0/999""","200","","999","""IS/Marxian Thought""","298","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10404","1.0","279","[""ECON""]","29","""0/999""","","","","[""Paul Wojick""]","""0/999""","300","[""TB 227""]","19","""Money and Banking""","374","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10405","1.0","281","[""ECON""]","17","""0/999""","","","","[""Xun Pomponio""]","""0/999""","300","[""HH 302""]","19","""International Econ""","382","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","""International Economics""","""Research""","2005"
"10406","1.0","282","[""ECON""]","12","""0/999""","","","","[""Anthony Becker""]","""0/999""","300","[""OM 004""]","19","""Intro to Econometrics""","385","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","""Introduction to Econometrics""","""Research""","2005"
