"","clbid","credits","crsid","departments","description","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"85",10320,1,175,"['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.",NA,"",NA,"['Anne Walter']",300,"","IR/Membrane Structure","",398,"False","False","C",1,"O",20051,"","Independent Research","Research",2005,1
"86",10321,1,175,"['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.",NA,"",NA,"['Kimberly A. Kandl']",300,"","IR/Genetic Screen","",398,"False","False","D",1,"O",20051,"","Independent Research","Research",2005,0
"87",10322,1,175,"['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.",NA,"",NA,"['Kimberly A. Kandl']",300,"","IR/eEF1B Alpha and Actin","",398,"False","False","E",1,"O",20051,"","Independent Research","Research",2005,1
"88",10323,1,175,"['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","F",1,"O",20051,"","Independent Research","Research",2005,0
"89",10324,1,175,"['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","G",1,"O",20051,"","Independent Research","Research",2005,0
"90",10325,1,175,"['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","H",1,"O",20051,"","Independent Research","Research",2005,0
"91",10326,1,176,"['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins our discussion of questions central to the entire sequence: What is an American? What does it mean to be free? Students explore the institutions, images and stories of Euro-Americans, African Americans and Native Americans.Topics and texts include the Declaration of Independence and Thomas Jefferson's architecture, the Narrative of the Life of Frederick Douglass and the coming of the Civil War.",NA,"",NA,"['L. DeAne Lagerquist']",100,"['BMC 101']","Freedoms: 1607-1865","",101,"False","False","A",1,"C",20051,"['MWF 0905-1000']","Declaring Independence, 1620-1865","Research",2005,18
"92",10327,1,176,"['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins our discussion of questions central to the entire sequence: What is an American? What does it mean to be free? Students explore the institutions, images and stories of Euro-Americans, African Americans and Native Americans.Topics and texts include the Declaration of Independence and Thomas Jefferson's architecture, the Narrative of the Life of Frederick Douglass and the coming of the Civil War.",NA,"",NA,"['Colin Wells']",100,"['BMC 109']","Freedoms: 1607-1865","",101,"False","False","B",1,"C",20051,"['MWF 0905-1000']","Declaring Independence, 1620-1865","Research",2005,21
"93",10328,1,178,"['AMCON']","Burgeoning cities and industrialism, an emerging market economy, changing opportunities for women, an influx of immigrants and the migration of African Americans to urban centers -- all opened questions of freedom of expression, distribution of resources and American identity. Topics and texts include the Statue of Liberty, the World's Columbian Exposition, the Model T Ford and the Harlem Renaissance.",NA,"",NA,"['Mary Titus']",200,"['RML 525']","Remaking Am: 1845-1945","",201,"False","False","A",1,"C",20051,"['MWF 1255-0150PM']","Re-making America, 1865-1945","Research",2005,21
"94",10329,1,178,"['AMCON']","Burgeoning cities and industrialism, an emerging market economy, changing opportunities for women, an influx of immigrants and the migration of African Americans to urban centers -- all opened questions of freedom of expression, distribution of resources and American identity. Topics and texts include the Statue of Liberty, the World's Columbian Exposition, the Model T Ford and the Harlem Renaissance.",NA,"",NA,"['Judy Kutulas']",200,"['RML 577']","Remaking Am: 1845-1945","",201,"False","False","B",1,"C",20051,"['MWF 1255-0150PM']","Re-making America, 1865-1945","Research",2005,19
"95",10330,1,187,"['CHEM']","This course provides a study of chemical stoichiometry and equilibrium at a level and pace appropriate to students with little or no background in chemistry. The combination of this course and the Interim course 123 provides coverage of topics equivalent to those in Chemistry 125. Students attend three classes and one 3-hour laboratory per week.",187,"",NA,"['Marc A. Klingshirn']",100,"['SC 282']","General Chemistry","Students in Chemistry 121 must also register for one lab section AL, BL, or CL.",121,"False","False","",1,"O",20051,"['MWF 1045-1140']","","Research",2005,77
"100",10335,1,192,"['CHEM']","This study of chemical stoichiometry, equilibrium, coordination chemistry and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one 3-hour laboratory each week. Prerequisites: high school chemistry and physics and concurrent registration in calculus (Mathematics 120 or 122). The course cannot be taken in conjunction with or after credit in Chemistry 121.",192,"1",NA,"['Anthony T. Watson']",100,"['SC 282']","Struct Chem & Equilib","Students in Chemistry 125B must also register for one lab section 125EL, FL, GL or HL.",125,"False","Prerequisites: high school chemistry and physics and concurrent registration in calculus (Mathematics 120 or 122). The course cannot be taken in conjunction with or after credit in Chemistry 121.","B",1,"O",20051,"['MWF 0905-1000']","Structural Chemistry and Equilibrium","Research",2005,87
"102",10337,1,192,"['CHEM']","This study of chemical stoichiometry, equilibrium, coordination chemistry and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one 3-hour laboratory each week. Prerequisites: high school chemistry and physics and concurrent registration in calculus (Mathematics 120 or 122). The course cannot be taken in conjunction with or after credit in Chemistry 121.",192,"2",NA,"['Patrick N. Riley']",100,"['SC 378']","Struct Chem & Equilib","Students in Chemistry 125C must also register for one lab section AL, BL, CL, or DL.",125,"False","Prerequisites: high school chemistry and physics and concurrent registration in calculus (Mathematics 120 or 122). The course cannot be taken in conjunction with or after credit in Chemistry 121.","C",1,"O",20051,"['MWF 1045-1140']","Structural Chemistry and Equilibrium","Research",2005,52
"104",10339,1,192,"['CHEM']","This study of chemical stoichiometry, equilibrium, coordination chemistry and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one 3-hour laboratory each week. Prerequisites: high school chemistry and physics and concurrent registration in calculus (Mathematics 120 or 122). The course cannot be taken in conjunction with or after credit in Chemistry 121.",192,"2",NA,"['Patrick N. Riley']",100,"['SC 378']","Struct Chem & Equilib","Students in Chemistry 125D must also register for one lab section AL, BL, CL, or DL.",125,"False","Prerequisites: high school chemistry and physics and concurrent registration in calculus (Mathematics 120 or 122). The course cannot be taken in conjunction with or after credit in Chemistry 121.","D",1,"O",20051,"['MWF 1150-1245PM']","Structural Chemistry and Equilibrium","Research",2005,44
