"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"156",11852,1,321,"['EDUC']","This course is designed to assist students in developing their own teacher style as they prepare to become full-time teachers. Topics include the roles and responsibilities of teachers, methods of instruction, planning, classroom management, assessment and reporting and other current educational issues. Through micro-teaching and school-based field experiences, they also practice instructional skills and techniques. Required 20-hour school experience. Prerequisite: Education 290 and approval of Teacher Education Application.","",NA,"",NA,"['Maria L. Kelly']",300,"['FH 010L']","Principles of Educ",330,"False","Prerequisite: Education 290 and approval of Teacher Education Application.","A",3,"O",20053,"['MWF 0905-1000']","Principles of Education, K-12","Research",2005,6
"157",11853,1,321,"['EDUC']","This course is designed to assist students in developing their own teacher style as they prepare to become full-time teachers. Topics include the roles and responsibilities of teachers, methods of instruction, planning, classroom management, assessment and reporting and other current educational issues. Through micro-teaching and school-based field experiences, they also practice instructional skills and techniques. Required 20-hour school experience. Prerequisite: Education 290 and approval of Teacher Education Application.","",NA,"",NA,"['Elizabeth A. Leer']",300,"['FH 010L', 'FH 010L']","Principles of Educ",330,"False","Prerequisite: Education 290 and approval of Teacher Education Application.","B",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Principles of Education, K-12","Research",2005,11
"158",11854,1,322,"['EDUC']","","",NA,"",NA,"['John Welckle']",300,"['FH 10']","Social Studies Persp",334,"False","False","",3,"O",20053,"['MWF 0200-0255PM']","","Research",2005,14
"159",11855,1,323,"['EDUC']","This course provides practical information specifically relevant to the field of visual arts and art education. Students learn basic concepts about child growth, developmental stages, learning styles and varied classroom approaches. They participate in classroom observations and practical applications of classroom activities, prepare units of instruction and micro-teach. Topics include arts advocacy, interdisciplinary instruction, assessment and teaching art history. Spring Semester only.","",NA,"",NA,"['Karna E. Hauck']",300,"['DC 204', 'DC 204']","Teaching of Art, K-12",341,"False","False","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","Teaching of Visual Art, K-12","Research",2005,5
"160",11856,1,325,"['EDUC']","This course prepares pre-service communication arts/literature teachers to share their love of the English language with secondary students. Attention is given to the theory and techniques of teaching speech, listening, media literacy, writing, literature and reading. In addition, students read adolescent novels, teach lessons in local schools, correct papers written by high school students and create a portfolio for a job interview. It should be noted that this new course title reflects a change in the Minnesota State certification guidelines for what used to be called the Teaching of English/Language Arts. Offered Spring Semester only.","",NA,"",NA,"['Elizabeth A. Leer']",300,"['FH 10L', 'FH 10L']","Tchg of Comm Arts/Lit",345,"False","False","",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Teaching of Communication Arts/Literature, 5-12","Research",2005,7
"161",11857,1,327,"['EDUC']","Students act as a ""community of scholars"" to examine current issues and trends in mathematics education. They learn strategies for engaging pupils in active mathematical investigation, using appropriate technology and other mathematical tools and for emphasizing communication, problem solving, reasoning and mathematical connections in their teaching. Includes reliance on the National Council of Teachers of Mathematics Standards documents. Spring Semester only.","",NA,"",NA,"['Martha Wallace']",300,"['SC 184', 'SC 184']","Tchg of Mathematics",350,"False","False","",3,"O",20053,"['T 0800-0925', 'Th 0800-0920']","Teaching of Mathematics, 5-12","Research",2005,7
"162",11858,1,328,"['EDUC']","This course provides the basic professional knowledge and skills needed for successful entry into the field of modern language teaching. Through readings, class discussions and active participation in teaching situations, students become familiar with both the theory and the practice of language teaching and are introduced to the issues faced by the profession at large in the beginning of the 21st century. Spring Semester only.","",NA,"",NA,"['Maggie Broner']",300,"","Tchg of World Lang",353,"False","False","",3,"O",20053,"","Teaching of World Languages, K-12","Research",2005,1
"163",11859,1,329,"['EDUC']","The goal of the course is to acquire the knowledge, skills, and understandings necessary to develop a K-5 music program. Each week the student observes a music teacher in a local school and then returns to teach that class using an approved plan. The course emphasizes current approaches such as those of Orff and Kodaly as well as intercultural and interdisciplinary learning. Spring Semester only.","",NA,"",NA,"['Linda Berger']",300,"['CHM 233', 'CHM 233']","Tchg Music-Elem Schls",355,"False","False","",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Teaching of Music in the Elementary School","Research",2005,22
"164",11860,1,333,"['EDUC']","Prospective science teachers learn strategies for the practical application of learning theory to secondary school science classrooms. Topics include: the national science standards movement; active learning in the science classroom; lesson planning; teaching in the field and in the laboratory; managing a science laboratory; and continuing professional development. Spring Semester only.","",NA,"",NA,"['Char Anne Bezanson']",300,"['FH 10L']","Tchg of Science",364,"False","False","",3,"O",20053,"['T 0700-1000PM']","Teaching of Science, 5-12","Research",2005,1
"165",11861,1,334,"['EDUC']","Students acquire the skills, knowledge and attitudes to become successful teachers in secondary social studies classroom. They identify and defend a philosophical position relative to the teaching of social studies and develop goals, outcomes and assessments which are logically consistent with that rationale. Students plan effective research-based methods of developing and implementing social studies curriculum. Spring Semester only.","",NA,"",NA,"['Maria L. Kelly', 'Sarah S. McDonald']",300,"['FH 10', 'FH 10']","Tchg of Soc Studies",365,"False","False","",3,"O",20053,"['MTh 0600-0730PM', 'MWF 0800-0855']","Teaching of Social Studies, 5-12","Research",2005,10
"168",11864,1,337,"['EDUC']","Enrollment is by permission of the instructor. Students attend the Education 375 class and do additional research in a specific area and work directly with an exceptional learner. Students tutor or assist special students, do library research and discuss or present their experiences with the class. Prerequisite: Education 290 and permission. Required for licensure in some states, not Minnesota.","",NA,"",NA,"['Heather Campbell']",300,"['FH 010']","The Exceptional Child",376,"False","Prerequisite: Education 290 and permission. Required for licensure in some states, not Minnesota.","A",3,"C",20053,"['Th 1245-0205PM']","","Research",2005,4
"173",11869,1,344,"['EDUC']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"174",11870,1,345,"['EDUC']","","",NA,"",NA,"['Staff']",300,"","IR/",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,0
"205",11901,1,384,"['ENGL']","","",NA,"",NA,"['Mary Titus']",100,"['RML 515']","Intro to Poetry",123,"False","False","",3,"C",20053,"['MWF 1045-1140']","","Research",2005,28
"206",11902,1,392,"['ENGL']","Students encounter a selection of literature from many different English-speaking countries. The course offers an introduction to the analysis and interpretation of a variety of literary genres. The writing can include both formal and creative assignments. The course is required of those beginning the English major. It is not recommended for general education students.","",NA,"",NA,"['Colin Wells']",100,"['RML 515']","Literary Studies",185,"False","False","A",3,"C",20053,"['MWF 0905-1000']","","Research",2005,25
"207",11903,1,392,"['ENGL']","Students encounter a selection of literature from many different English-speaking countries. The course offers an introduction to the analysis and interpretation of a variety of literary genres. The writing can include both formal and creative assignments. The course is required of those beginning the English major. It is not recommended for general education students.","",NA,"",NA,"['Joan Hepburn']",100,"['RML 515', 'RML 515']","Literary Studies",185,"False","False","B",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,27
"208",11904,1,392,"['ENGL']","Students encounter a selection of literature from many different English-speaking countries. The course offers an introduction to the analysis and interpretation of a variety of literary genres. The writing can include both formal and creative assignments. The course is required of those beginning the English major. It is not recommended for general education students.","",NA,"",NA,"['Eliot K. Wilson']",100,"['RML 525', 'RML 525']","Literary Studies",185,"False","False","C",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,24
"209",11905,1,396,"['ENGL']","","",NA,"",NA,"['Mary Steen']",200,"['RML 525', 'RML 525']","Fiction Down Under",215,"False","False","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,21
